"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
"42.426628730545104, 18.772176616908716"	1155	"Posmrtna povorka knjaza Danila"	"Anton"	"Karinger"	1862	"ulje na platnu"	"120x105"	"NMCG"		"Geoculture"	"Kompozicija je smještena u kameniti pejzaž na početku starog puta od Kotora ka Cetinju. Posmrtna povorka prikazuje figure muškaraca i žena u tradicionalnim nošnjama. Posebno se izdvaja lik knjeginje Darinke na konju, odjevene u crninu, kao i predstava velikog vojvode Mirka Petrovića, knjaževog oca, oblikovana sa izraženom portretnom vjernošću."		"Anton Karinger; Kotor"				
"42.39039216964596, 18.924199690637423
"	1156	"Ulica na Cetinju"	"Bogomil"	"Karlavaris"	1958	"ulje na platnu"	"65x91"	"NMCG"		"Geoculture"	"Na ovom radu uočava se snažno prisustvo stubova kao glavnih činilaca kompozicije. Prepoznatljiv je i njegov tonski raspon od svjetlo-plavih i sivih tonova do intenzivno zelenih i crvenih za manje partije. Slika predstavlja jednu od ulica nedaleko od gradskog jezgra, dočaravajući urbanu scenu komponovanu u fotografskom tretiranju motiva.
"	"U početnim godinama slikao je u akvarelu i ulju pejzaže i vedute Istre i Vojvodine, bliske postimpresionizmu, kao i mrtve prirode. Od sredine 1950-ih radio je ulja u stilu geometrijske stilizacije i poetske figuracije, prikazujući puste ulice s istaknutim vertikalama stubova i ravnice sa naglašenim niskim horizontom. Na slikama je uključivao motive saobraćajnih znakova, telefonskih i električnih stubova, koje je apstrahovao do simbola. U kolažima s kraja 1990-ih iznosi kritiku savremenog društva. Imao je intenzivnu izlagačku karijeru širom Evrope."	"Bogomil Karlavaris; Cetinje"				
	1157	"Predio iz primorja"	"Milan "	"Konjović"		"ulje na platnu"	"73,5x92"	"NMCG"		"Geoculture"	"Na slici je prikazan primorski prizor — naselje uz more s gustim rasporedom kuća, brdima u pozadini i nagovještajem mora ili neba koje svjetlošću prožima cijelu kompoziciju. Paleta je bogata i intenzivna: tople crvene, narandžaste i oker nijanse kontrastiraju hladnim plavim i zelenim tonovima. Sve djeluje kao da vibrira u unutrašnjoj svjetlosti. Umjetnik koristi širok, energičan potez, vidljiv trag četke i guste naslage boje, stvarajući površinu koja pulsira životom i osjećajem sunca. Konjović ne teži realističnom prikazu prostora; oblici su slobodno deformisani, a pejzaž je konstruisan kroz boju, pokret i ritam poteza. Ova slika predstavlja jedan od tipičnih primjera njegovog zrelog stvaralaštva, u kojem se prepoznaje snažan koloristički i ekspresivni pristup pejzažu."		"Milan Konjović"				
"42.4379718890155, 19.268014339116625"	1158	"Stara Podgorica"	"Tomislav"	"Krizman"	1951	"tempera na papiru"	"39x51"	"NMCG"		"Geoculture"	"Prikaz donosi detaljnu studiju scene na Ribnici u Staroj Podgorici. Kompozicija je gusto ispunjena arhitektonskim elementima — kućama na stubovima, drvenim mostovima i pomoćnim objektima uz rijeku. Pažnja autora usmjerena je na deskriptivnost i topografsku čitljivost prizora, ali i na njegovo oživljavanje ljudskim aktivnostima: figure koje peru veš u rijeci unose osjećaj svakodnevice i neposrednog životnog ritma. Ribnica je prikazana kao žila kucavica naselja, oko koje se organizuje urbana i socijalna struktura prostora. Kolorit je suzdržan i prirodan, dok precizna linija i pažljivo modelovani detalji doprinose dokumentarnoj vrijednosti prizora, koji istovremeno funkcioniše kao vizuelno svjedočanstvo jednog nestalog ambijenta i vremena."		"Tomislav Krizman; Podgorica"				
"42.45619807452303, 18.534185756428013"	1159	"Herceg Novi"	"Luka "	"Stanković"	1948	"crtež olovkom"	"36,7x48"	"NMCG"		"Geoculture"	"Prikazan je pogled na grad sa tvrđave Španjola, kojim se obuhvata i vizura ulaska u zaliv. Pored kuća u centralnom dijelu naselja, razaznaje se i kontura tvrđave Kanli-kule. Urbani segment u prvom planu minuciozno je definisan, dok je pejzaž u pozadini naznačen ujednačenim potezima olovke. Upotreba toniranog papira dodatno doprinosi rustičnom karakteru prikaza predjela."		"Luka Stanković; Herceg Novi"				
"42.43540782541163, 18.840635257787167"	1160	"Njeguši"	"Luka"	"Stanković"	1947	"crtež olovkom"	"30x40"	"NMCG"		"Geoculture"	"Pogled na naselje sa uzvišenja u kojem je uz glavni put raspoređeno po nekoliko nižih kuća. Ostatak udoline je sumarno opisan bez zalaženja u detalje."		"Luka Stanković; Njeguši"				
"42.273340833501265, 19.10810426688985"	1161	"Selo Vranjina"	"Milo "	"Milunović"		"tempera na lesonitu"	"20,8x29"	"NMCG"		"Geoculture"	"Slika prikazuje pejzaž Skadarskog jezera i naselja Vranjina kroz naglašenu sintezu oblika i boja, a ne kroz topografsku preciznost. Milunović koristi intenzivne, ali harmonično uvezane tonove — najčešće tople okere, sive i modre, sa nekoliko izraženijih akcenata — kako bi izgradio živ pejzaž koji pulsira svjetlošću. Iako malog formata, ovo djelo sublimira ključne odlike njegovog stila, u kojem boja gradi prostor i atmosferu. Prisutan je i tipičan osjećaj luminiscencije, zbog kojeg pejzaž djeluje prožet unutrašnjim sjajem, dok smiren i uravnotežen ritam kompozicije, lišen narativnih elemenata, dodatno pojačava njegov kontemplativni karakter."		"Milo Milunović; Vranjina; Skadarsko jezero"				
	1162	"Motiv iz primorja"	"Milo"	"Milunović"		"tempera na papiru"	"48,5x34,5"	"NMCG"		"Geoculture"	"Pogled na gradski trg, prožet primorskom atmosferom, u pastelnim tonovima i snažnoj svjetlosti koja obavija čitavu predstavu."		"Milo Milunović"				
"42.387120427646124, 18.922450128732482"	1163	"Orlov krš"	"Milo"	"Milunović"		"ulje na platnu"	"51x60"	"NMCG"		"Geoculture"	"Nešto apstraktnija kompozicija donosi pogled na stazu koja vodi ka Orlovom kršu, mjestu sa kojeg se pruža vizura prema Cetinju. Kolorit je tamniji i obuhvata sive i tamnoplave tonove, što predstavlja odstupanje od Milunovićeve uobičajene palete."	"Na ovom mjestu se nalazi mauzolej Danila Petrovića, osnivača dinastije Petrović. Podignut na dvijestotu godišnjicu postojanja dinastije Petrović-Njegoš, 1896. godine, a po nacrtu knjeginje Jelene, ćerke kralja Nikole. Na sarkofagu su ucrtani simboli duhovne i svjetovne vlasti vladike Danila, dok je u kružnom medaljonu predstavljen njegov lik. "	"Milo Milunović; Cetinje"				
"42.20606116434079, 18.93648802633335"	1164	"Motiv iz primorja"	"Milo"	"Milunović"		"ulje na kartonu"	"23,5x34"	"NMCG"		"Geoculture"	"Pogled na Petrovac oblikovan je kroz naglašena brda koja zatvaraju i određuju primorski pejzaž. Forme su svedene i blago apstrahovane, dok su pojedini elementi naselja i prirode definisani prvenstveno kolorističkim odnosima. Slobodni, slojeviti nanosi boje stapaju arhitekturu, zelenilo i more u jedinstvenu slikarsku cjelinu, naglašavajući atmosferu mjesta više nego njegovu topografsku preciznost."		"Milo Milunović; Budva"				
"42.25695373613869, 18.89304084204647"	1165	"Sveti Stefan"	"Milo"	"Milunović"	1960	"ulje na platnu"	"17,5x42"	"NMCG"		"Geoculture"	"Prikaz ostrva iz perspektive sa kopna, u širokom planu. Dominiraju plavi i terakota-oker tonovi, u skladu sa Milunovićevom zrelom kolorističkom fazom. Oblici kuća svedeni su na osnovne geometrijske forme, što odražava njegovu sklonost ka postkubističkoj sintezi forme i boje. Ova slika predstavlja paradigmatski primjer Milunovićeve poetike u prikazivanju mediteranskog pejzaža — uravnoteženu kompoziciju i sugestiju harmonije između arhitekture i prirode."		"Milunović Milo; Sveti Stefan"				
"42.298057500980626, 18.843075607111118"	1166	"Episkop (vladika) Crne Gore i njegova sestra"	"Nepoznati autor"			"akvarel / gvaš"		"NMCG"		"Geoculture"	"Predstava Petra II Petrovića Njegoša, vladike Crne Gore sa ženskim članom porodice predstavlja rijedak i nekonvencionalan ikonografski izbor za prvu polovinu XIX vijeka, naročito u kontekstu vladike kao duhovnog i političkog autoriteta. Umjesto zvaničnog, ceremonijalnog portreta, scena je intimnija, gotovo etnografska studija „kućne odjeće“, čime se naglasak pomjera sa funkcije na svakodnevicu i porodični okvir. Prizor je smješten ispred manastira Podmaine, u to doba na teritoriji Austrougarske monarhije pa se natpis na njemačkom može tumačiti kao posljedica produkcionog i konteksta – djelo je vjerovatno bilo namijenjeno publici koja je Crnu Goru upoznavala kroz vizuelne, često hibridne spojeve etnografije, putopisa i imaginacije."	"Danas se ovaj manastir, nekada udaljen od grada i smješten na sami obod polja, našao u gradskom tkivu, izgubivši svoju ambijentalnu autentičnost. U kompleksu se nalaze manji hram Uspenija Presvete Bogorodice iz XV vijeka, zadužbina Crnojevića, i crkva sv. Petke iz 1747. godine. Unutrašnjost je oslikao Rafail Dimitrijević, iz poznate slikarske porodice Rafailović-Dimitrijević. Njegoš je često boravio u ovom manastiru."	"Budva"				
"42.277662310422095, 18.838832870695022"	1167	"Budva"	"Mihail Milo"	"Pavlović"	1964	"akvarel na papiru"	"58,4x26,3"	"NMCG"		"Geoculture"	"Ovaj akvarel odlikuje se autorovim prepoznatljivim osjećajem za svjetlost, atmosferu i prozračnost mediteranskog pejzaža. Pavlović koristi akvarel na način koji naglašava transparentne slojeve boje, postižući mekanu, vibrirajuću atmosferu Starog grada i njegovog obalnog ambijenta, sa prepoznatljivim zvonikom koji dominira gradom."		"Milo Pavlović; Budva"				
"42.386176274938094, 18.921750743364132"	1168	"Mlin pod Cetinjskim manastirom"	"Pero "	"Poček"		"ulje na drvetu"	"26x42"	"NMCG"		"NMCG"	"Kompozicija predstavlja mlin u Vladičinoj bašti, dok se u pozadini naziru obrisi crkve na Ćipuru. Karakteristični Počekov kolorit oker-zelenih tonova i gusta faktura nemirnih poteza određuju likovni izraz djela. Slika je obasjana intenzivnom svjetlošću, u duhu impresionizma kojim je slikar bio inspirisan."	"Mlin Ivana Crnojevića nastao je najvjerovatnije 80-tih godina XV vijeka. Sagradio ga je Ivan Crnojević za potrebe dvora i okolnog stanovništva, na ušću desnog rukavca Cetine, rijeke ponornice. I početkom XX vijeka se, prema nekim podacima, još uvjek u mlinu mljelo žito zahvaljujući vodi  koja se za te potrebe sakupljala u ograđenoj jaži. Mlin je vjerovatno u tom periodu bio nadzidan, a potom je više puta obnavljan. "	"Pero Poček; Cetinje"				
"42.422394616676584, 18.77057711281638"	1169	"Kotor"	"Aleksandar Aco"	"Prijić"	1951	"pastel na papiru "	"39,5x27,8"	"NMCG"		"Geoculture"	"Prikaz donosi dio kotorske rive, iznad koje se uzdiže masivno brdo Pestingrad sa tvrđavom Sveti Ivan. Apstrahovane forme i snažni kontrasti svjetlih i tamnih partija, oker-smeđi tonovi nasuprot intenzivnoj plavoj, grade dinamičan likovni izraz. „Interesovao me onaj stari put od Kotora za Cetinje kojim je išao Njegoš. Na toj slici sam naslikao onu tvrđavu iznad samoga Kotora i taj stari put dok zađe za brdo gore.“ (iz knjige Jefta Milovića, Razgovori sa umjetnicima, 1983)."		"Aleksandar Aco Prijić; Kotor"				
	1170	"Kuća na Svetom Stefanu "	"Aleksandar Aco"	"Prijić"	1950	"pastel na papiru "	"39,5x55"	"NMCG"		"Geoculture"	"Pejzaž intenzivnog kolorita sa kućom na obali kao centralnim motivom. Kompozicija je jednostavno realizovana, gotovo svedena na konture, dok dinamiku prizoru unosi apstrahovano rastinje u prvom planu."		"Aleksandar Aco Prijić; Sveti Stefan"				
"42.439694818719204, 19.257305645245992"	1171	"Titograd"	"Aleksandar Aco "	"Prijić"	1949	"pastel na iverici"	"46,2x61"	"NMCG"		"Geoculture"	"Prikaz gradilišta sa skelama i konstrukcijama - nastanak novih objekata u duhu obnove i izgradnje zemlje nakon rata. Intenzivan kolorit varira od prvog ka zadnjem planu."		"Aleksandar Aco Prijić; Podgorica"				
"42.404560708912676, 18.890859098263917"	1172	"Cetinje"	"Aleksandar Aco"	"Prijić"	1953	"ulje na kartonu"	"70x100"	"NMCG"		"Geoculture"	"Kompozicija predstavlja pogled na grad iz vremena kada je naselje bilo skoncentrisano na uže gradsko jezgro i nekoliko grupa kuća po obodu Cetinjskog polja. Dramatičan prikaz krševitog okruženja potenciran je vijugavim putem u prvom planu, brdima koja se uzdižu u pozadini rada i obrisima vode koja iščezava u daljini. Kolorit je intenzivan, sa kontrastnim odnosima svjetlih i tamnijih partija. „Radio sam sliku ‘Cetinje’, koje je izgledalo sa svojim crvenim krovovima kao buket ruža. Tada sam dobio Skadarsko jezero odmah iza brda u pozadini. Ljudi se čude i pitaju: ‘Odakle Cetinju jezero?’ Međutim, kad je horizont čist, onda izgleda da se Skadarsko jezero nalazi odmah u pozadini Cetinja.“ (Iz knjige Jefta Milovića „Susreti sa umjetnicima“, 1977; citat u monografiji Aleksandar Aco Prijić, JU Muzeji i galerije Podgorice, 2011, str. 42). Iste godine uradio je još jednu sličnu kompoziciju, koja se nalazi u vlasništvu Vile Gorica u Podgorici."		"Aleksandar Aco Prijić; Cetinje"				
"42.45205839872825, 18.53220567983799"	1173	"Herceg Novi"	"Aleksandar Aco"	"Prijić"	1949	"pastel na papiru "	"33,5x44"	"NMCG"		"Geoculture"	"Intenzivni plavi i zeleni tonovi, sa iskričavim crvenim akcentima, stvaraju dinamičnu atmosferu grada."		"Aleksandar Aco Prijić; Herceg Novi"				
"42.39331695829038, 18.906011752691306"	1174	"Humci s Lovćenom"	"Aleksandar Aco"	"Prijić"	1950	"ulje na platnu"	"69x55,8"	"NMCG"		"Geoculture"	"Forme su uglavnom apstrahovane, sa potezima koji se protežu u različitim pravcima, stvarajući snažnu dinamiku i slojevitost u građenju predjela. Posebnu žestinu unose žuti i crveni akcenti u prvom planu. Kao najviša tačka u pejzažu izdvaja se Mauzolej — spomenik posvećen Petru II Petroviću Njegošu — slikarski definisan samo jednim kvadratom, poput snažnog akcenta na vrhu Lovćena koji dominira čitavom kompozicijom. Pejzaž je bio dominantna tema u njegovom djelu: doživljavajući ga na različite načine, autor je dočarao raznolike vizure crnogorskog podneblja, sagledane istraživački i strpljivo, nerijetko dramatično i sa izrazitom vitalnošću. Njegove rane radove odlikuje sklonost ka realizmu, dok je njegov izraz jednako uvjerljiv i u korištenju pastela, što je rezultiralo snažnim i ekspresivnim djelima."		"Aleksanadr Aco Prijić; Cetinje"				
"42.25273758491213, 19.089635703773997"	1175	"Virpazar"	"Aleksandar Aco"	"Prijić"	1960	"ulje na lesonitu"	"67,6x149"	"NMCG"		"Geoculture"	"Slikom dominiraju izrazito plavi tonovi, a prizor predstavlja pogled na centar naseljenog mjesta. Kuće i tvrđava Besac, koja se uzdiže iznad naselja, dati su tek kao nagovještaj u vidu bojenih polja. Mahom geometrizovane forme i svedeni nanosi definišu predio uz blago sjenčenje, dok se većina dramatike odvija na nebu. Glavni koloristički akcenti su crveni krovovi i cvijet šipka u prvom planu."		"Aleksandar Aco Prijić; Virpazar"				
"42.72263072199028, 19.37163397598832"	1176	"Predio iz Platija"	"Vuko"	"Radović"	1965	"ulje na lesonitu"	"99,5x83,6"	"NMCG"		"Geoculture"	"Kompozicijom dominira masivno brdo koje se snažno nadvija nad putem i kućama, potencirajući osjećaj grandioznosti pejzaža, uz planinske vijence u pozadini. Kolorit je osjetno tamniji u odnosu na radove iz prethodnih decenija. Rijetko je, kao na ovom primjeru, pejzaž prikazan sa tako jasno definisanim i konkretno obrađenim elementima. U ovom periodu autor kao podlogu uvodi lesonit, koji mu omogućava drugačiju plastičnost slike, koju struže i grebe, postižući zrnastu površinu sa naglašenim linijama."		"Vuko Radović; Platije"				
"42.43872644195252, 18.835900740602234"	1177	"Kompozicija Njeguši"	"Desanka"	"Šaban"		"ulje na platnu"	"50x67"	"NMCG"		"Geoculture"	"Pejzaž od kojeg polazi sveden je na površine koje se ritmično smjenjuju. Prozračnost planinske kompozicije nadgrađena je tamnom konturom. Kolorit varira od intenzivnih narandžastih, crvenih, zelenih i plavih tonova, koji kompoziciji daju dozu uskovitlanosti i ekspresivnosti."		"Desanka Šaban; Njeguši"				
"42.77447965984916, 18.942085435421298"	1178	"Onogošt"	"Ilija "	"Šobajić"	1938	"olovka na papiru"	"49,5x35"	"NMCG"		"Geoculture"	"Ova varijanta pogleda na Nikšićki bedem djeluje zbijenije i dramatičnije u tretmanu terena i fortifikacije. Akcenat je stavljen na strmi uspon i fragmentisane zidove, sa naglašenim kontrastima svjetla i sjenke koji pojačavaju osjećaj težine i nepristupačnosti prostora. Kompozicija je dinamičnija, sa izraženim dijagonalama koje vode pogled ka vrhu utvrđenja."		"Ilija Šobajić; Nikšić"				
"42.54680816344827, 18.712576014176367"	1179	"Grkavac"	"Luka"	"Stanković"	1951	"olovka na papiru"	"33,3x46,5"	"NMCG"		"Geoculture"	"Minuciozno je prikazana grupa od nekoliko kuća u podnožju brda, na kojem se raspoznaju ostaci tvrđave. Gusto zbijenim, slobodnim potezima olovke kontrolisanog intenziteta sugerisana je struktura kamenog pejzaža, dok je odnosom osvijetljenih partija i onih u sjenci dočarana svjetlost koja obavija čitavu predstavu."		"Luka Stanković; Risan"				
"42.450191259149015, 18.50098684778167"	1180	"Igalo"	"Savo"	"Vujović"	1948	"tempera na papiru"	"39x50"	"NMCG"		"Geoculture"	"Pogled na priobalje, u kombinaciji gustog zelenila i morskog plavenitla, realizovan je svedenim koloritom (zeleni, oker, zemljani tonovi, modro-plavi naglasci). Predio je definisan mekim, rasterećenim nanosima koji grade strukturu bez agresivnosti, odišući mirom i kontemplacijom. Njegove slike i crteži najčešće prikazuju sakralne komplekse (Savina, Morača, Ostrog), kamene kuće, masline i obale, ali na način koji prevazilazi puko dokumentovanje. Prostor je kod njega stilizovan: volumen se svodi na jasne geometrijske oblike, boje su prigušene, tople i harmonične, a kompozicije mirne i zatvorene."		"Savo Vujović; Herceg Novi"				
